Index,Facility_Name,Source_Facility_Type,ODCAF_Facility_Type,Provider,Unit,Street_No,Street_Name,Postal_Code,City,Prov_Terr,Source_Format_Address,CSD_Name,CSDUID,PRUID,Latitude,Longitude
2534,Centre Des Loisirs De Saint-Laurent,centre des loisirs,miscellaneous,montréal,..,1375,rue grenet,H4L 5K3,montréal,qc,"1375, rue grenet",Montréal,2466023,24,45.5140704,-73.6913545
2535,Centre Des Sciences De Montréal,musée ou centre d'exposition,miscellaneous,montréal,..,..,..,..,montréal,qc,..,Montréal,2466023,24,45.50461368,-73.5514958
2536,Centre Du Théâtre D'Aujourd'Hui,auditorium / theatre,theatre/performance and concert hall,province of québec,..,3900,rue st-denis,H2W 2M2,montréal,qc,"3900, rue st-denis",Montréal,2466023,24,45.519868,-73.574072
2537,Centre For Addiction And Mental Health (Workman Theatre),..,theatre/performance and concert hall,toronto,..,1001,queen st w,M6J 1H4,toronto,on,1001 queen st w,Toronto,3520005,35,43.64403339,-79.41808797
2538,Centre For Art Tapes,music/performing arts other,art or cultural centre,canadian museums association,..,2238,maitland street,B3K 2Z9,halifax,ns,2238 maitland street halifax nova scotia b3k 2z9 canada,Halifax,1209034,12,44.6530886,-63.5840442
2539,Centre For Creative Arts,arts,art or cultural centre,grand prairie,..,..,..,..,grande prairie,ab,..,Grande Prairie,4819012,48,55.1718972,-118.7921518
2540,Centre For Mennonite Brethren Studies,library and/or archives historical society religious museum,museum,canadian museums association,..,1310,taylor ave,R3M 3Z6,winnipeg,mb,1310 taylor ave. winnipeg manitoba r3m 3z6 canada,Winnipeg,4611040,46,49.8522554,-97.1704342
2541,Centre For Newfoundland Studies,historical society,art or cultural centre,canadian museums association,..,..,..,A1B 3Y1,st john's,nl,memorial university st. john's newfoundland & labrador a1b 3y1 canada,St. John's,1001519,10,47.5765475,-52.7318221
2542,Centre Franco-Ontarien De Folklore,historical society other,heritage or historic site,canadian museums association,..,935,chemin du-lac,P3E 2C6,ramsey sudbury,on,université de sudbury 935 chemin du lac ramsey sudbury ontario p3e 2c6 canada,Greater Sudbury / Grand Sudbury,3553005,35,..,..
2543,Centre Hastings,..,library or archives,government of ontario,..,20,davidson street,K0K 2K0,madoc,on,20 davidson street,Madoc,3512036,35,..,..
2544,Centre Historique Des Sœurs De Notre-Dame Du Bon-Conseil De Chicoutimi,..,miscellaneous,province of québec,..,700,rue chicoutimi est,G7H 1V2,chicoutimi,qc,"700, rue racine est, porte 688",Saguenay,2494068,24,48.428814,-71.047655
2546,Centre In the Square/Kwag,theatre,theatre/performance and concert hall,kitchener,..,..,..,..,kitchener,on,..,Kitchener,3530013,35,43.45438544,-80.48405206
2547,Centre Leonardo Da Vinci,salle ou complexe de diffusion,miscellaneous,montréal,..,..,..,..,montréal,qc,..,Montréal,2466023,24,45.58589175,-73.59578233
2548,Centre Marguerite D'Youville,..,miscellaneous,canadian museums association,..,1185,mathieu st,H3H 2H6,montréal,qc,1185 st.-mathieu montréal québec h3h 2h6 canada,Montréal,2466023,24,45.49435,-73.580889
2549,Centre Mnémo,library and/or archives,library or archives,canadian museums association,..,255,rue brock,J2C 1M5,drummondville,qc,255 rue brock local 426 drummondville québec j2c 1m5 canada,Drummondville,2449058,24,..,..
2551,Centre National D'Exposition De Saguenay,..,miscellaneous,province of québec,..,4160,rue du-vieux,G7X 7W4,pont jonquière,qc,"4160, rue du vieux-pont",Saguenay,2494068,24,48.410274,-71.258924
2552,Centre Pierre-Péladeau De L'Uqam - Salle Pierre-Mercure,auditorium / theatre,theatre/performance and concert hall,province of québec,..,300,boul de-maisonneuve e,H2X 3X6,montréal,qc,"300, boul. de maisonneuve e.",Montréal,2466023,24,45.51346,-73.562599
2553,Centre Régional D'Animation Du Patrimoine Oral (Crapo),auditorium / theatre,theatre/performance and concert hall,province of québec,..,180,rue sainte-louise,J0K 2S0,saint-jean-de-matha,qc,"180, rue sainte-louise",Saint-Jean-de-Matha,2462015,24,46.230346,-73.534209
2554,Centre Régional D'Archives De L'Outaouais,library and/or archives,library or archives,canadian museums association,..,855,boulevard de-la-gappe,J8T 8H9,gatineau,qc,855 boulevard de la gappe gatineau québec j8t 8h9 canada,Gatineau,2481017,24,45.48454715,-75.68195104
2555,Centre Socioculturel Alphonse Lepage,auditorium / theatre,theatre/performance and concert hall,province of québec,..,7905,av san francisco,J4X 2A4,..,qc,"7905, av. san francisco",Brossard,2458007,24,45.447054,-73.474076
2556,Centre Socioculturel Gérard-Ouellet,exhibition or cultural centre,art or cultural centre,canadian museums association,..,..,place de-l'église,G0R 3G0,saint jean port joli,qc,7a place de l'église saint-jean-port-joli québec g0r 3g0 canada,Saint-Jean-Port-Joli,2417070,24,..,..
2557,Centre Socioculturel Manoir Le Boutillier,..,miscellaneous,province of québec,..,578,boulevard du griffon,G4X 6A4,gaspé,qc,"578, boulevard du griffon",Gaspé,2403005,24,48.93,-64.32
2560,Centrepointe Theatre,performance spaces,theatre/performance and concert hall,ottawa,..,101,centrepointe dr,K2G G5K,ottawa,on,101 centrepointe dr,Ottawa,3506008,35,45.3444561,-75.76253912
2561,Centrepointe Theatre Gallery,museum and art galleries,gallery,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.34542759,-75.76499451
2562,Cercle Des Artistes-Peintres De Saint-Hubert,..,artist,longueuil,..,2229,rue de-lorimier,J4K 3P2,longueuil,qc,"2229, rue de lorimier, longueuil, j4k3p2",Longueuil,2458227,24,45.5181625,-73.5022495
2563,Cereal And District Municipal Library,..,library or archives,government of alberta,..,415,main street,T0J 0N0,cereal,ab,415 main street,Cereal,4804016,48,..,..
2564,Cereal Prairie Pioneer Museum,agriculture museum,museum,canadian museums association,..,..,..,T0J 0N0,cereal,ab,old railway station cereal alberta t0j 0n0 canada,Cereal,4804016,48,..,..
2565,Ceylon Community Delivery Site,..,library or archives,saskatchewan,..,..,..,S0C 0T0,ceylon,sk,..,Ceylon,4702028,47,..,..
2566,Cfb Esquimalt Naval And Military Museum,military museum or fort,museum,canadian museums association,..,..,..,V9A 7N2,victoria,bc,cfb esquimalt victoria british columbia v9a 7n2 canada,Esquimalt,5917040,59,48.4223367,-123.4020353
2567,Château Dufresne - Musée Dufresne-Nincheri,musée ou centre d'exposition,museum,montréal,..,..,..,..,montréal,qc,..,Montréal,2466023,24,45.55398096,-73.55415828
2568,"Château Ramezay, Musée Et Site Historique De Montréal",musée ou centre d'exposition,museum,montréal,..,..,..,..,montréal,qc,..,Montréal,2466023,24,45.50873455,-73.55319173
2569,Château Dufresne - Musée Et Lieu Historique Patrimonial,museum / historic site,museum,province of québec,..,2929,av san francisco,H1W 3W2,montréal,qc,"2929, av. jeanne-d'arc",Montréal,2466023,24,45.553837,-73.553893
2571,Château Ramezay - Historical Site And Museum of Montréal,museum / historic site,museum,province of québec,..,280,rue notre-dame e,H2Y 1C5,montréal,qc,"280, rue notre-dame e.",Montréal,2466023,24,45.508739,-73.553259
2574,Chali-Rosso Gallery,museum/gallery,gallery,vancouver,..,2250,granville st,V6H 4H7,vancouver,bc,2250 granville st vancouver bc v6h 4h7,Vancouver,5915022,59,49.2657529,-123.1384021
2575,Chamber of Mines of Eastern B.C.,human history-archaelogy-anthropology or ethnology industry/trade museum natural history or natural sciences museum,museum,canadian museums association,..,215,hall street,V1L 5X4,nelson,bc,215 hall street nelson british columbia v1l 5x4 canada,Nelson,5903015,59,49.4934048,-117.2916254
2576,Chamberfest,arts,miscellaneous,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.41258354,-75.69428375
2577,Chamberlain Twp,..,library or archives,government of ontario,5,467501,chamberlain road,P0J 1H0,englehart,on,467501 chamberlain road 5,Englehart,3554052,35,..,..
2578,Chambly Beer Festival,festival / special event,festival site,province of québec,..,2,rue de-richelieu,J3L 2B9,chambly,qc,"2, rue de richelieu",Chambly,2457005,24,45.449205,-73.276957
2579,Chambly Canal National Historic Site,..,heritage or historic site,province of québec,..,1751,rue bourgogne,J3L 1Y8,chambly,qc,1751 rue bourgogne,Chambly,2457005,24,45.447423,-73.282523
2580,Champion Municipal Library,..,library or archives,government of alberta,a,132,2 street s,T0L 0R0,champion,ab,132a - 2 street s,Champion,4805004,48,..,..
2581,Champlain Heights,..,library or archives,vancouver,..,7110,kerr st,..,vancouver,bc,7110 kerr st,Vancouver,5915022,59,49.2191,-123.0402
2583,Champlain Trail Museum And Pioneer Village,community/regional museum,museum,canadian museums association,..,1032,pembroke st east,K8A 7M5,pembroke,on,1032 pembroke st. east pembroke ontario k8a 7m5 canada,Pembroke,3547064,35,45.8235054,-77.0847031
2584,Champlain Twp,..,library or archives,government of ontario,..,94,main street east,K0B 1R0,vankleek hill,on,94 main street east,..,..,..,..,..
2585,Champney's West Heritage Group Inc.,historic site-building or park,heritage or historic site,canadian museums association,..,9,rr1 port,A0C 2H0,port rexton,nl,box 12 site 9 rr1 port rexton newfoundland & labrador a0c 2h0 canada,Port Rexton,1007016,10,..,..
2586,Chan Centre For the Performing Art - Concert Hall,theatre/performance,theatre/performance and concert hall,vancouver,..,6265,crescent rd,V6T 1Z1,vancouver,bc,6265 crescent rd vancouver bc v6t 1z1,Greater Vancouver A,5915020,59,49.269523,-123.255108
2590,Change Islands Public Library,..,library or archives,government of newfoundland and labrador,..,..,..,..,..,nl,..,Change Islands,1008024,10,49.67391847,-54.40951427
2591,Chantier De Gédéon,industry/trade museum,museum,canadian museums association,..,1,rue bellevue,J0Z 1A0,angliers,qc,1 rue bellevue angliers québec j0z 1a0 canada,Angliers,2485080,24,47.5498131,-79.2373836
2592,Chapel Arts,theatre/performance,theatre/performance and concert hall,vancouver,..,304,dunlevy st,V6A 3Y4,vancouver,bc,304 dunlevy st vancouver bc v6a 3y4,Vancouver,5915022,59,49.2821671,-123.0953265
2594,Chapel Hill Historical Society And Museum,community/regional museum historical society,museum,canadian museums association,..,5492,3 hwy,B0W 3B0,shag harbour,ns,5492 hwy 3 shag harbour nova scotia b0w 3b0 canada,Barrington,1201001,12,43.49641164,-65.70313566
2595,Chapelle Des Cuthbert De Berthier,exhibition or cultural centre,art or cultural centre,canadian museums association,..,461,de-bienville,J0K 1A0,berthierville,qc,461 de bienville berthierville québec j0k 1a0 canada,Berthierville,2452035,24,46.0904495,-73.17589415
2596,Chapelle Du Séminaire De Saint-Hyacinthe,library and/or archives community/regional museum religious museum,museum,canadian museums association,..,150,rue girouard est,J2S 2Y2,saint-hyacinthe,qc,150 rue girouard est saint-hyacinthe québec j2s 2y2 canada,Saint-Hyacinthe,2454048,24,45.6318886,-72.942294
2597,Chapelle Du Vieux Corbeau,auditorium / theatre,theatre/performance and concert hall,province of québec,..,7,rue de-l'église,G9X 0A7,la bostonnais,qc,"7, rue de l'église",La Bostonnais,2490017,24,47.521027,-72.682887
2600,Chapelle Historique Du Bon-Pasteur,église,miscellaneous,montréal,..,100,rue sherbrooke est,H2X 1C3,montréal,qc,"100, rue sherbrooke est",Montréal,2466023,24,45.5134842,-73.5685097
2602,Chapleau Centennial Museum,community/regional museum,museum,canadian museums association,..,94,monk street,P0M 1K0,chapleau,on,94 monk street chapleau ontario p0m 1k0 canada,Chapleau,3552092,35,47.8413789,-83.4037085
2603,Chapleau Twp,..,library or archives,government of ontario,910,20,pine west,P0M 1K0,chapleau,on,20 pine west 910,Chapleau,3552092,35,..,..
2604,Chaplin Branch Library,..,library or archives,saskatchewan,..,..,..,S0H 0V0,chaplin,sk,..,Chaplin,4707031,47,..,..
2607,Chappell Estate,heritage properties,heritage or historic site,mississauga,..,4300,riverwood park,..,mississauga,on,..,Mississauga,3521005,35,43.56503968,-79.67426121
2609,Chapple Twp,..,library or archives,government of ontario,..,54,barwick road,P0W 1A0,barwick,on,54 barwick road,Chapple,3559024,35,48.6777441,-93.9847612
2610,Charles H. Scott Gallery,museum/gallery,gallery,vancouver,..,1399,johnston st,V6H 2R9,vancouver,bc,1399 johnston st vancouver bc v6h 2r9,Vancouver,5915022,59,49.270485,-123.132876
2612,Charles Macdonald Concrete House Museum,community/regional museum,museum,canadian museums association,..,19,saxon street,B0P 1J0,kings county,ns,19 saxon street centreville kings county nova scotia b0p 1j0 canada,"Kings, Subd. B",1207016,12,45.12619158,-64.522373
2613,Charleswood Library,..,library or archives,winnipeg,6,4910,roblin blvd,..,winnipeg,mb,6-4910 roblin blvd,Winnipeg,4611040,46,49.85774064,-97.28520023
2615,Charlie's Gallery,..,gallery,toronto,..,112,harbord st,M5S 1G6,toronto,on,112 harbord st,Toronto,3520005,35,43.66297135,-79.40380128
2616,Charlotte County Archives,library and/or archives exhibition or cultural centre,library or archives,canadian museums association,..,123,frederick street,E0G 2X0,st-andrews,nb,123 frederick street st. andrews new brunswick e0g 2x0 canada,Saint Andrews,1302026,13,45.0754684,-67.0492375
2617,Charlotte County Museum,history & society,museum,canadian museums association,..,443,boulevard milltown,E3L 1J9,st-stephen,nb,443 milltown boulevard st. stephen new brunswick e3l 1j9 canada,St. Stephen,1302037,13,45.19245,-67.2802136
2618,"Charlton And Dack, Municipality Of",..,library or archives,government of ontario,..,287237,sprucegrove road,P0J 1H0,englehart,on,287237 sprucegrove road,Englehart,3554052,35,..,..
2619,Charron House,"heritage buildings, monuments and houses",heritage or historic site,gatineau,..,..,..,..,gatineau,qc,"parc jacques-cartier, rue laurier",Gatineau,2481017,24,45.429781,-75.710125
2620,Chase & District Museum & Archives Society,library and/or archives,museum,canadian museums association,..,..,..,V0E 1M0,chase,bc,po box 160 chase british columbia v0e 1m0 canada,Chase,5933054,59,..,..
2621,Chase Branch,thompson-nicola regional district library system,library or archives,government of british columbia,..,614,shuswap avenue,V0E 1M0,radium hot springs,bc,614 shuswap avenue,Chase,5933054,59,50.818971,-119.690258
2622,Chatham Public Library,..,library or archives,government of new brunswick,..,24,king st,E1N 2N1,miramichi,nb,"24 king st. miramichi, n.b. e1n 2n1",Miramichi,1309050,13,47.0218699,-65.4482679
2623,Chatham-Kent,..,library or archives,government of ontario,..,120,queen street,N7M 2G6,chatham,on,120 queen street,Smiths Falls,3509004,35,44.89442565,-76.00666286
2624,Chatham-Kent Municipal Museums,exhibition or cultural centre,museum,canadian museums association,..,75,william st n,N7M 4L4,chatham,on,75 william st n chatham ontario n7m 4l4 canada,Chatham-Kent,3536020,35,42.40777799,-82.18240074
2625,Chaudière Falls And E.B. Eddy-Domtar Sector,heritage sites,heritage or historic site,gatineau,..,6,rue booth,..,gatineau,qc,"6, rue booth",Gatineau,2481017,24,45.423917,-75.718042
2626,Chauvin Municipal Library,..,library or archives,government of alberta,..,5200,4 avenue n,T0B 0V0,chauvin,ab,5200 - 4 avenue n,Chauvin,4807051,48,..,..
2627,Chauvin Trading Post,..,miscellaneous,province of québec,..,157,rue du-bord,G0T 2A0,tadoussac,qc,"157, rue du bord-de-l'eau",Tadoussac,2495005,24,48.140061,-69.717422
2629,Chemainus Branch,vancouver island regional library,library or archives,government of british columbia,..,2592,legion street,V0R 1K0,dawson creek,bc,2592 legion street,North Cowichan,5919008,59,48.922375,-123.718821
2630,Chemainus Valley Museum,community/regional museum,museum,canadian museums association,..,9799,waterwheel crescent,V0R 1K0,chemainus,bc,9799 waterwheel crescent box 172 chemainus british columbia v0r 1k0 canada,North Cowichan,5919008,59,48.9231056,-123.7171931
2631,Cherryville Branch,okanagan regional library district,library or archives,government of british columbia,..,1114,6 hwy,V0E 2G3,sparwood,bc,1114 hwy. 6,North Okanagan E,5937023,59,50.243805,-118.650473
2633,Chestico Museum And Historical Society,community/regional museum,museum,canadian museums association,..,8095,route 19,B0E 2W0,port hood,ns,8095 route 19 harbourview port hood nova scotia b0e 2w0 canada,"Inverness, Subd. C",1215001,12,..,..
2634,Chetwynd Public Library,chetwynd public library,library or archives,government of british columbia,..,5012,46th street,V0C 1J0,okanagan falls,bc,5012 - 46th street,Chetwynd,5955010,59,55.695967,-121.613889
2636,Chiefswood National Historic Site,historic site-building or park,heritage or historic site,canadian museums association,..,1037,54 hwy,N0A 1M0,ohsweken,on,1037 hwy 54 ohsweken ontario n0a 1m0 canada,Six Nations (Part) 40,3529020,35,43.1043048,-80.1007474
2637,Children's Educational Wildlife Museum,..,museum,edmonton,..,5304,97 street nw,..,edmonton,ab,5304 97 street nw,Edmonton,4811061,48,53.48807201,-113.4785807
